geometry,Shape_Leng,Shape_Area,Name,RiskNumeric,bright_ti5,bright_ti4,acq_time,frp,Delta T,acq_date,confidence,scan,instrument,type,version,RiskNumeri,daynight,satellite,track,RiskCatego,latitude,longitude,system_ind,RiskCategory,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31,band_32,band_33,band_34,band_35,band_36,band_37,band_38,band_39
POINT (8266823.213469147 1724946.310596159),0.0,0.0,Bhagwan Mahavir WLS,0,,,,,,,,,,,,,,,,,,,,,18.239013671875,2170.728271484375,0.06290382146835327,15.734601974487305,0.13500067591667175,303.7631530761719,0.002513664774596691,0.5339381098747253,0.0026101565454155207,0.5040708184242249,0.003585441503673792,2.890578269958496,-0.0015083083417266607,-0.29767367243766785,4.112709045410156,2.169313669204712,0.0013047934044152498,0.35252463817596436,0.0017099103424698114,0.6612467169761658,0.0013489931588992476,0.403309166431427,29.91827964782715,0.00027488230261951685,0.837577760219574,78.59945678710938,51.963134765625,74.20702362060547,222.87802124023438,82.23078155517578,-44.7013053894043,148.68031311035156,2597.6865234375,-0.006413158494979143,0.8252103328704834,-0.0655343160033226,29.846113204956055,0.04641435667872429,21.438268661499023,1635.8236083984375
POINT (8259913.629659097 1757113.239864143),1.73538633992,0.01879725637,Mhadei WLS,0,,,,,,,,,,,,,,,,,,,,,14.390942573547363,2018.94677734375,0.0439036525785923,17.53630256652832,0.1991206407546997,303.88427734375,-0.0012138825841248035,0.4477764368057251,-0.0015484956093132496,0.41557982563972473,0.0009933126857504249,2.7990641593933105,0.0022069753613322973,-0.23482829332351685,2.8782966136932373,2.7207159996032715,-0.0023503743577748537,0.29037052392959595,-0.002228874247521162,0.5964016914367676,-0.0006481950986199081,0.37484970688819885,11.523356437683105,-0.000892146781552583,0.8339175581932068,95.38875579833984,-16.428924560546875,79.26444244384766,185.06964111328125,99.86288452148438,-117.65705871582031,85.8190689086914,2327.594970703125,-0.0114337969571352,0.8114026188850403,-0.0660015419125557,30.757200241088867,0.0418088473379612,20.841373443603516,366.37030029296875
POINT (8263364.580743245 1721187.0315459208),0.0,0.0,Bhagwan Mahavir WLS,0,,,,,,,,,,,,,,,,,,,,,18.488798141479492,2254.447021484375,0.06798024475574493,15.237241744995117,0.0680285394191742,302.76068115234375,-0.0015416209353134036,0.43631547689437866,-0.001924472744576633,0.40635064244270325,-0.0023346252273768187,2.77661395072937,0.0012908378848806024,-0.24325519800186157,3.1579742431640625,2.646435260772705,-0.001442023436538875,0.29884424805641174,-0.0014218997675925493,0.607657790184021,-0.0008242352632805705,0.3850521147251129,10.353761672973633,5.485091605805792e-05,0.8433982133865356,94.29320526123047,78.33560180664062,82.20511627197266,253.48049926757812,92.97217559814453,-16.412370681762695,106.14305877685547,2240.1396484375,-0.011950474232435226,0.8083029985427856,-0.06615551561117172,29.657501220703125,0.04969991371035576,21.45850372314453,2413.6494140625
POINT (8267490.1725776 1753115.1961913833),1.73538633992,0.01879725637,Mhadei WLS,0,,,,,,,,,,,,,,,,,,,,,21.53333282470703,2424.092041015625,0.07109512388706207,14.932489395141602,0.030272740870714188,302.5074768066406,0.0002969462366309017,0.42880919575691223,9.34655690798536e-05,0.39965328574180603,0.00010308095079381019,2.6573646068573,-0.0003053356194868684,-0.2981160879135132,5.493683815002441,1.311958909034729,-0.00010682357242330909,0.3565613329410553,0.00029675979749299586,0.6530452370643616,0.0005587598425336182,0.38715648651123047,23.50609588623047,0.0003656749613583088,0.8782176971435547,91.0837173461914,-5.189761638641357,78.75733184814453,179.66094970703125,93.6447982788086,-107.00601959228516,67.77201843261719,2179.99609375,-0.009828880429267883,0.8165248036384583,-0.07156074792146683,29.077322006225586,0.03938012197613716,21.203235626220703,797.048095703125
POINT (8269338.493118312 1732850.0369976254),0.0,0.0,Mollem NP,0,,,,,,,,,,,,,,,,,,,,,24.17653465270996,2497.590087890625,0.07669062167406082,14.396920204162598,0.25299620628356934,302.77972412109375,-0.004684533458203077,0.4208238124847412,-0.004691168200224638,0.3903476893901825,0.030100535601377487,2.618131160736084,0.02557196095585823,-0.3008679747581482,2.8360955715179443,2.6934564113616943,-0.027217121794819832,0.36584290862083435,-0.030280569568276405,0.6558443307876587,-0.009945501573383808,0.37961339950561523,16.15848159790039,-0.022507870569825172,0.886866569519043,141.042236328125,250.61968994140625,115.0765380859375,290.7892150878906,122.67909240722656,-37.4490966796875,193.03305053710938,2195.665771484375,-0.011108418926596642,0.7331947088241577,-0.05248381569981575,29.330591201782227,0.029538217931985855,21.792821884155273,1905.299072265625
POINT (8261015.471451335 1689233.5579069236),0.0,0.0,Cotigaon WLS,0,,,,,,,,,,,,,,,,,,,,,19.745206832885742,2261.209228515625,0.06798024475574493,15.237241744995117,0.013782313093543053,306.9048767089844,-0.002365390071645379,0.426592618227005,-0.0026836826000362635,0.40020808577537537,-0.004214835353195667,2.915229320526123,0.0005832083988934755,-0.1475318819284439,3.0465664863586426,2.6813604831695557,-0.00016262714052572846,0.19837453961372375,3.4910484828287736e-05,0.50401371717453,-0.00028003143961541355,0.3516034781932831,5.356235504150391,0.0010350196389481425,0.7759370803833008,100.90730285644531,109.3638916015625,68.9222640991211,299.1322326660156,66.55096435546875,29.092041015625,142.37632751464844,2187.4111328125,-0.006572297774255276,0.7543508410453796,-0.19462889432907104,34.09711837768555,0.029871318489313126,21.55828857421875,330.2019958496094
POINT (8262551.186553756 1692373.4699298441),0.0,0.0,Cotigaon WLS,0,,,,,,,,,,,,,,,,,,,,,23.021440505981445,2472.308349609375,0.07669062167406082,14.396920204162598,0.03812141343951225,301.0779724121094,0.0006276571657508612,0.49062424898147583,0.0006685582920908928,0.46894124150276184,-0.0023763992357999086,2.6540894508361816,-0.002280712826177478,-0.3810857832431793,2.8360955715179443,2.6934564113616943,0.0018481886945664883,0.4392758905887604,0.0015421814750880003,0.7249793410301208,0.0007696698303334415,0.4205387234687805,16.42145538330078,0.0008436868083663285,0.8989323973655701,158.59384155273438,-79.0983657836914,120.75804901123047,133.7740936279297,133.72683715820312,-167.96917724609375,106.06958770751953,2415.214111328125,-0.019111355766654015,0.8450489044189453,-0.06890227645635605,28.8196964263916,0.028872251510620117,21.2236385345459,2004.28955078125
POINT (8264997.210812866 1702311.9300384796),0.0,0.0,Netravali WLS,0,,,,,,,,,,,,,,,,,,,,,19.36339569091797,2376.865478515625,0.07109512388706207,14.932489395141602,0.12710490822792053,302.681396484375,0.0005270737456157804,0.4871583580970764,0.00043277282384224236,0.45737335085868835,0.0017844249960035086,2.8644189834594727,0.0007470379932783544,-0.24840016663074493,5.493683815002441,1.311958909034729,-0.0009785880101844668,0.2991999685764313,-0.0010224493453279138,0.6111723184585571,-0.0003901943564414978,0.38456615805625916,16.32535171508789,-0.0007115062326192856,0.8289574980735779,131.88140869140625,119.92657470703125,102.00554656982422,313.31195068359375,109.4997787475586,6.06059455871582,135.569091796875,2459.155517578125,-0.01302994042634964,0.8107378482818604,-0.04451149329543114,28.981529235839844,0.02864653244614601,21.671274185180664,2501.505615234375
POINT (8265286.706246727 1720361.0192005965),0.0,0.0,Mollem NP,0,,,,,,,,,,,,,,,,,,,,,12.756263732910156,1992.9703369140625,0.0439036525785923,17.53630256652832,0.03777959570288658,304.1520080566406,0.0006314676138572395,0.4967663884162903,0.00083946279482916,0.4570050537586212,-3.996360464952886e-05,3.0166451930999756,-0.0018933932296931744,-0.188356414437294,2.306614875793457,2.9972360134124756,0.0020206314511597157,0.23700091242790222,0.00303904851898551,0.5503965020179749,0.0018738353392109275,0.3657313585281372,15.850967407226562,0.002310830866917968,0.7681255340576172,84.9875717163086,48.49900436401367,76.79834747314453,229.00830078125,88.90613555908203,-65.05560302734375,120.24674224853516,2717.59375,-0.005849795415997505,0.8120705485343933,-0.0301418025046587,29.389135360717773,0.04379437491297722,21.15009307861328,601.2744140625
POINT (8266977.945204822 1722960.441873232),0.0,0.0,Mollem NP,0,,,,,,,,,,,,,,,,,,,,,19.787586212158203,2232.0830078125,0.06290382146835327,15.734601974487305,0.1435348391532898,300.39239501953125,0.0002742635551840067,0.40009546279907227,0.00012423351290635765,0.36784031987190247,-0.00013893292634747922,2.5854263305664062,-0.0008253360283561051,-0.3080812394618988,4.112709045410156,2.169313669204712,0.0009690260631032288,0.3653510510921478,0.0005459303501993418,0.6604946851730347,8.955969678936526e-05,0.3893379271030426,31.799184799194336,-0.0003957342414651066,0.8977577686309814,92.25000762939453,-34.058204650878906,79.56815338134766,154.13966369628906,90.94336700439453,-99.10833740234375,77.68856048583984,1985.6202392578125,-0.013151409104466438,0.831497311592102,-0.04462631791830063,28.335840225219727,0.05393192917108536,21.271175384521484,3452.29345703125
